age_bracket,travelling_with,female_count,male_count,key_activity,trip_purpose,first_time_visitor,mainland_nights,island_nights,tour_arrangement,transport_package_international,source_of_info,package_accomodation,food_package,transport_package_mx,sightseeing_package,guided_tour_package,insurance_package,days_before_booked,weather_at_arrival,tour_length,special_requirements,total_travellers,spending,total_nights,booked_late,ratio,category
55,2,1.0,1.0,3,5,1,0,7,1,1,5,2,2,1,0,0,0,75,3,10,1,2.0,6.66460256,7,0,1.0,0.0
55,1,1.0,0.0,5,5,1,14,0,0,0,5,0,0,0,0,0,0,75,2,40,1,1.0,6.521512483,14,0,0.0,1.0
21,1,0.0,1.0,5,1,0,1,0,0,0,4,0,0,0,0,0,0,75,2,40,1,1.0,6.359114199,1,0,12.0,1.0
35,2,1.0,1.0,3,5,1,0,7,1,1,5,2,2,0,0,0,2,22,2,40,1,2.0,6.66460256,7,0,1.0,0.0
35,1,0.0,1.0,6,4,1,7,0,0,0,4,0,0,0,0,0,0,100,1,3,2,1.0,4.615932526,7,0,12.0,1.0
35,1,0.0,1.0,5,1,0,2,0,0,0,4,0,0,0,0,0,0,100,2,10,1,1.0,4.760582619,2,0,12.0,2.0
21,1,1.0,0.0,2,5,1,11,6,1,0,4,2,2,1,1,1,0,75,2,10,1,1.0,10.49669737,17,0,0.0,0.0
35,3,1.0,1.0,1,1,0,6,0,1,1,5,0,2,1,0,0,0,75,2,40,1,2.0,8.356929506,6,0,1.0,0.0
55,3,1.0,2.0,1,5,1,11,8,1,1,5,2,2,1,0,0,0,22,2,3,1,3.0,10.49669737,19,0,2.0,0.0
21,3,1.0,0.0,2,5,1,6,0,1,1,5,2,1,1,1,1,0,100,2,40,1,1.0,10.49669737,6,0,0.0,1.0
35,1,0.0,1.0,5,1,0,2,0,0,0,4,0,0,0,0,0,0,100,3,22,1,1.0,6.359114199,2,0,12.0,2.0
55,1,0.0,1.0,5,4,1,3,0,0,0,5,0,0,0,0,0,1,75,2,10,1,1.0,4.615932526,3,0,12.0,1.0
9,3,0.0,2.0,1,5,1,8,0,1,1,5,2,2,1,1,1,2,100,2,40,1,2.0,3.4442083,8,0,12.0,0.0
35,1,1.0,0.0,3,4,0,3,0,0,0,4,0,0,0,0,0,0,100,3,10,1,1.0,7.781739015,3,0,0.0,0.0
35,2,1.0,1.0,1,5,1,7,0,1,1,5,2,2,1,1,1,0,22,2,10,1,2.0,4.528830232,7,0,1.0,1.0
70,2,1.0,1.0,1,5,1,4,0,0,0,5,0,0,0,0,0,0,75,3,40,1,2.0,5.69267197,4,0,1.0,2.0
55,2,1.0,1.0,3,5,0,0,4,1,1,5,2,2,1,0,0,2,75,2,10,1,2.0,5.646109133,4,0,1.0,0.0
55,2,1.0,1.0,1,5,1,6,6,1,1,5,1,2,1,1,1,0,45,3,3,1,2.0,6.001077247,12,0,1.0,0.0
35,3,0.0,1.0,3,5,1,0,8,0,0,5,0,0,0,0,0,0,22,2,10,1,1.0,7.781739015,8,0,12.0,1.0
70,1,1.0,0.0,6,3,1,3,0,0,0,3,0,0,0,0,0,0,22,2,10,2,1.0,3.221345731,3,0,0.0,1.0
70,1,0.0,1.0,6,3,0,2,0,0,0,4,0,0,0,0,0,0,22,2,3,1,1.0,10.49669737,2,0,12.0,2.0
35,3,1.0,2.0,6,4,1,6,0,0,0,4,0,0,0,0,0,0,75,3,40,1,3.0,10.4579401,6,0,2.0,1.0
35,2,1.0,1.0,3,5,1,0,6,0,0,4,0,0,0,0,0,0,45,2,10,1,2.0,10.49669737,6,0,1.0,1.0
35,1,0.0,1.0,6,1,0,48,0,0,0,2,0,1,0,0,0,0,22,3,3,1,1.0,4.615932526,48,0,12.0,1.0
55,3,3.0,2.0,3,5,1,0,12,1,1,5,2,2,1,0,0,0,22,2,10,1,5.0,6.317842213,12,0,0.6666666666666666,0.0
35,1,0.0,1.0,3,1,0,3,0,0,0,4,0,0,0,0,0,0,45,2,40,1,1.0,6.359114199,3,0,12.0,1.0
55,1,0.0,1.0,2,5,1,7,4,0,0,5,0,0,0,0,0,0,100,2,10,1,1.0,10.49669737,11,0,12.0,1.0
55,1,1.0,0.0,4,5,1,8,6,1,0,5,0,0,0,0,0,0,75,2,22,1,1.0,10.49669737,14,0,0.0,0.0
21,1,1.0,0.0,1,5,1,7,3,1,0,5,2,2,1,1,1,0,75,3,3,1,1.0,6.317842213,10,0,0.0,0.0
21,3,2.0,2.0,3,4,1,22,0,0,0,4,0,0,0,0,0,0,100,2,10,1,4.0,6.317842213,22,0,1.0,1.0
35,3,2.0,2.0,3,5,0,0,10,1,1,5,2,2,1,1,0,2,100,3,40,1,4.0,6.521512483,10,0,1.0,0.0
35,2,0.0,1.0,1,5,1,4,0,1,0,4,2,2,1,1,1,0,45,2,10,2,1.0,10.49669737,4,0,12.0,1.0
70,2,1.0,1.0,1,5,1,5,3,1,0,5,2,2,1,0,1,0,100,2,40,1,2.0,13.98126763,8,0,1.0,0.0
35,1,1.0,0.0,1,1,1,14,0,0,0,3,0,0,0,0,0,0,22,2,40,1,1.0,3.221345731,14,0,0.0,2.0
35,1,0.0,1.0,6,1,0,5,0,1,1,5,2,2,1,0,0,0,75,2,10,1,1.0,5.646109133,5,0,12.0,0.0
35,2,1.0,1.0,2,5,0,0,7,1,1,4,2,2,0,0,0,0,100,2,40,2,2.0,6.317842213,7,0,1.0,0.0
55,1,0.0,1.0,4,2,0,2,0,0,0,5,0,0,0,0,0,0,100,2,40,2,1.0,10.49669737,2,0,12.0,1.0
55,1,0.0,1.0,1,1,0,32,0,0,0,4,0,0,0,0,0,0,100,3,40,1,1.0,10.49669737,32,0,12.0,1.0
55,3,2.0,2.0,1,5,1,4,0,1,1,5,2,2,1,0,1,0,11,2,40,1,4.0,10.49669737,4,0,1.0,0.0
35,2,0.0,1.0,3,5,1,0,6,1,1,5,2,2,0,0,0,0,75,2,40,2,1.0,10.49669737,6,0,12.0,1.0
21,2,1.0,1.0,3,5,1,0,7,1,1,5,2,2,1,0,0,2,45,2,10,2,2.0,5.646109133,7,0,1.0,1.0
35,3,2.0,5.0,1,4,0,5,48,0,0,4,0,0,0,0,0,0,75,3,40,2,7.0,10.49669737,53,0,2.5,0.0
35,3,3.0,1.0,3,5,1,7,0,1,1,5,2,2,1,1,1,0,22,2,40,2,4.0,6.521512483,7,0,0.3333333333333333,0.0
35,3,2.0,2.0,1,5,1,7,0,1,1,5,2,2,1,1,1,0,22,2,10,2,4.0,6.66460256,7,0,1.0,0.0
55,3,1.0,1.0,2,5,1,12,6,1,1,5,2,2,1,1,1,2,75,3,40,1,2.0,6.001077247,18,0,1.0,0.0
55,1,1.0,0.0,2,5,0,0,7,1,1,4,2,2,1,0,0,2,22,2,40,1,1.0,6.66460256,7,0,0.0,1.0
70,1,0.0,1.0,1,5,1,4,3,1,1,5,2,2,1,1,0,0,100,2,22,1,1.0,5.646109133,7,0,12.0,0.0
55,1,0.0,1.0,1,5,1,11,0,1,0,5,2,2,1,1,1,2,11,2,40,1,1.0,6.66460256,11,0,12.0,0.0
55,1,0.0,1.0,6,4,1,4,0,0,0,4,0,0,0,0,0,0,100,2,3,1,1.0,10.24307815,4,0,12.0,2.0
55,2,1.0,0.0,2,5,1,13,0,0,0,5,0,0,0,0,0,0,75,2,40,1,1.0,6.317842213,13,0,0.0,0.0
55,2,1.0,1.0,5,5,1,0,3,0,0,4,0,0,0,0,0,0,45,1,40,1,2.0,13.98126763,3,0,1.0,1.0
55,2,1.0,1.0,1,5,1,7,0,1,1,5,2,2,1,0,1,2,45,2,40,1,2.0,13.98126763,7,0,1.0,0.0
35,2,1.0,1.0,5,5,1,6,5,1,1,5,2,2,1,1,1,0,45,2,3,1,2.0,3.221345731,11,0,1.0,0.0
35,1,0.0,1.0,1,4,1,90,0,0,0,2,0,0,0,0,0,0,11,2,10,1,1.0,6.494351742,90,0,12.0,1.0
55,1,0.0,1.0,2,5,0,0,7,1,1,5,2,2,0,0,0,0,22,1,40,1,1.0,6.66460256,7,0,12.0,1.0
55,1,0.0,1.0,1,5,1,4,0,0,0,5,0,0,0,0,0,0,75,2,40,1,1.0,5.646109133,4,0,12.0,2.0
35,1,0.0,1.0,3,2,1,4,0,0,0,3,0,0,0,0,0,0,11,2,40,1,1.0,4.263060223,4,0,12.0,1.0
55,3,2.0,2.0,3,5,1,0,10,0,0,3,1,0,0,0,0,0,22,1,10,1,4.0,6.521512483,10,0,1.0,0.0
55,2,1.0,1.0,1,5,1,14,0,1,1,5,2,2,1,0,1,2,75,2,10,1,2.0,6.66460256,14,0,1.0,0.0
55,3,4.0,1.0,4,4,0,24,0,0,0,4,0,0,0,0,0,0,45,2,40,1,5.0,6.001077247,24,0,0.25,1.0
35,1,0.0,1.0,6,2,0,10,0,0,0,5,0,0,0,0,0,0,75,3,40,1,1.0,4.615932526,10,0,12.0,1.0
21,3,2.0,1.0,1,5,1,7,0,1,1,5,2,2,1,1,1,2,22,3,22,1,3.0,10.49669737,7,0,0.5,0.0
35,3,1.0,2.0,6,4,0,0,15,0,0,4,0,0,0,0,0,0,22,3,10,2,3.0,6.66460256,15,0,2.0,1.0
35,3,5.0,3.0,5,5,1,12,0,0,0,4,0,0,0,0,0,0,100,3,40,1,8.0,6.521512483,12,0,0.6,1.0
55,3,5.0,3.0,1,4,1,17,4,0,0,4,0,0,0,0,0,0,75,3,22,1,8.0,6.317842213,21,0,0.6,0.0
35,1,0.0,1.0,1,5,1,6,0,1,0,4,2,2,1,1,1,0,22,3,40,1,1.0,6.521512483,6,0,12.0,0.0
35,1,1.0,0.0,2,5,1,9,0,1,1,1,2,2,1,1,0,0,45,2,3,2,1.0,5.646109133,9,0,0.0,1.0
55,1,0.0,1.0,6,1,1,5,0,0,0,4,0,0,0,0,0,0,22,3,22,1,1.0,4.760582619,5,0,12.0,2.0
35,1,0.0,1.0,3,1,1,2,0,0,0,5,0,0,0,0,0,0,22,3,10,1,1.0,6.359114199,2,0,12.0,1.0
35,1,1.0,0.0,6,3,1,1,0,0,0,4,0,0,0,0,0,0,75,2,10,1,1.0,4.760582619,1,0,0.0,1.0
21,1,0.0,1.0,3,4,0,3,0,0,0,4,1,0,0,0,0,0,100,2,10,2,1.0,6.359114199,3,0,12.0,1.0
21,3,0.0,2.0,3,5,1,11,5,0,0,5,0,1,0,0,0,0,22,1,40,1,2.0,6.317842213,16,0,12.0,1.0
35,1,0.0,1.0,6,1,0,1,0,0,0,4,0,0,0,0,0,0,100,1,10,1,1.0,4.263060223,1,0,12.0,2.0
55,2,1.0,1.0,3,5,1,0,14,0,0,4,0,0,0,0,0,0,22,2,22,1,2.0,6.317842213,14,0,1.0,1.0
35,3,1.0,2.0,5,5,1,17,3,1,1,4,2,0,1,1,0,0,22,2,20,1,3.0,6.317842213,20,0,2.0,0.0
55,1,0.0,1.0,1,4,0,48,0,0,0,4,0,0,0,0,0,0,22,2,3,1,1.0,5.646109133,48,0,12.0,1.0
35,2,1.0,1.0,3,5,1,0,7,1,1,5,2,2,0,0,1,0,100,2,40,1,2.0,6.66460256,7,0,1.0,0.0
35,3,2.0,2.0,2,5,1,5,5,1,0,5,1,2,1,0,1,0,100,2,40,2,4.0,6.521512483,10,0,1.0,0.0
35,1,1.0,0.0,1,1,1,4,0,0,0,5,0,0,0,0,0,0,75,1,20,1,1.0,4.760582619,4,0,0.0,1.0
35,2,0.0,1.0,3,4,0,6,0,0,0,4,0,0,0,0,0,0,100,2,40,1,1.0,6.359114199,6,0,12.0,1.0
35,2,1.0,1.0,1,5,1,7,4,1,0,5,2,2,0,1,0,0,75,2,10,1,2.0,10.49669737,11,0,1.0,0.0
35,2,1.0,1.0,3,5,1,2,7,1,1,4,2,2,1,0,0,0,22,1,40,1,2.0,10.49669737,9,0,1.0,0.0
21,3,2.0,0.0,2,5,1,13,0,1,1,2,2,2,1,1,1,2,100,3,40,1,2.0,10.49669737,13,0,0.0,0.0
55,3,2.0,1.0,1,5,1,7,0,1,1,5,2,2,1,1,1,2,100,2,10,1,3.0,10.49669737,7,0,0.5,0.0
35,1,0.0,1.0,3,5,1,4,2,0,0,5,0,0,0,0,0,0,11,1,3,1,1.0,8.356929506,6,0,12.0,1.0
55,1,1.0,0.0,3,4,1,14,0,0,0,4,0,0,0,0,0,0,22,2,3,1,1.0,4.760582619,14,0,0.0,2.0
35,1,0.0,1.0,3,1,0,5,0,0,0,4,0,0,0,0,0,0,4,3,10,1,1.0,6.359114199,5,1,12.0,1.0
55,3,2.0,0.0,3,5,0,3,4,1,1,5,2,2,1,0,0,0,100,2,40,1,2.0,6.66460256,7,0,0.0,0.0
55,1,0.0,1.0,2,2,1,4,0,0,0,4,0,0,0,0,0,0,100,2,3,1,1.0,7.781739015,4,0,12.0,2.0
35,2,1.0,1.0,3,5,1,0,8,1,1,5,2,2,0,0,0,2,75,2,40,1,2.0,6.66460256,8,0,1.0,0.0
35,1,1.0,0.0,5,3,1,7,0,0,0,3,0,0,0,0,0,0,22,2,40,1,1.0,10.24307815,7,0,0.0,1.0
55,2,1.0,1.0,1,5,0,10,4,1,0,5,2,2,1,1,1,0,22,3,10,2,2.0,3.221345731,14,0,1.0,0.0
35,1,1.0,0.0,1,5,1,15,0,1,1,5,2,2,0,1,1,2,100,2,3,1,1.0,6.66460256,15,0,0.0,1.0
35,1,0.0,1.0,1,5,1,12,0,0,0,3,0,0,0,0,0,0,11,2,22,1,1.0,10.49669737,12,0,12.0,1.0
35,1,1.0,0.0,3,5,0,10,0,0,0,4,0,0,0,0,0,0,75,1,40,1,1.0,6.413612406,10,0,0.0,1.0
70,1,0.0,1.0,4,1,0,21,0,1,1,4,2,2,1,0,0,0,100,1,40,2,1.0,5.646109133,21,0,12.0,0.0
21,1,1.0,0.0,1,2,1,14,0,0,0,4,0,0,0,0,0,0,75,2,10,1,1.0,3.437835179,14,0,0.0,0.0
55,2,1.0,1.0,3,4,1,2,0,1,0,4,0,2,0,0,0,0,75,3,22,2,2.0,10.49669737,2,0,1.0,0.0
21,3,0.0,2.0,2,5,1,10,0,1,0,5,2,2,1,0,1,0,75,2,10,2,2.0,6.317842213,10,0,12.0,0.0
21,1,1.0,0.0,5,3,1,12,0,1,1,5,2,2,1,0,0,0,45,2,22,1,1.0,10.49669737,12,0,0.0,1.0
35,2,1.0,1.0,3,5,0,0,15,1,1,5,2,2,1,0,0,0,75,2,40,1,2.0,6.66460256,15,0,1.0,0.0
9,1,0.0,1.0,2,5,1,12,0,1,0,4,2,2,0,1,1,2,22,2,10,1,1.0,1.800526697,12,0,12.0,0.0
55,1,1.0,0.0,1,5,1,5,0,1,1,5,2,2,1,0,1,0,100,2,22,1,1.0,6.317842213,5,0,0.0,0.0
35,3,2.0,0.0,3,5,1,0,7,0,0,4,0,0,0,0,0,0,100,3,40,1,2.0,5.646109133,7,0,0.0,1.0
70,3,1.0,2.0,1,5,1,4,0,0,0,5,0,0,0,0,0,0,75,2,40,1,3.0,9.494009243,4,0,2.0,1.0
35,2,1.0,1.0,1,1,1,3,0,0,0,5,0,0,0,0,0,0,11,2,40,1,2.0,4.760582619,3,0,1.0,2.0
55,1,0.0,1.0,2,5,0,10,0,1,0,4,2,2,1,0,1,0,75,2,10,1,1.0,13.98126763,10,0,12.0,0.0
35,2,1.0,1.0,1,5,1,5,0,1,0,5,2,2,1,1,1,0,75,3,10,1,2.0,10.49669737,5,0,1.0,2.0
35,1,1.0,0.0,6,3,0,2,0,0,0,3,0,0,0,0,0,0,75,2,3,1,1.0,6.084577464,2,0,0.0,2.0
55,1,0.0,1.0,4,5,1,6,5,1,0,5,2,2,1,0,1,0,100,2,10,1,1.0,9.494009243,11,0,12.0,0.0
35,2,1.0,1.0,3,5,1,0,7,1,1,4,2,2,0,0,0,2,75,2,10,1,2.0,6.66460256,7,0,1.0,1.0
35,1,0.0,1.0,3,5,0,2,0,0,0,4,0,0,0,0,0,0,11,3,10,2,1.0,10.24307815,2,0,12.0,2.0
70,2,1.0,1.0,6,4,0,16,0,0,0,4,0,0,0,0,0,0,75,2,3,1,2.0,13.98126763,16,0,1.0,1.0
35,2,1.0,1.0,1,5,1,4,4,1,1,5,2,2,1,1,1,2,100,3,20,1,2.0,6.317842213,8,0,1.0,0.0
35,3,0.0,1.0,3,5,1,10,0,0,0,4,0,0,0,0,0,0,22,3,10,2,1.0,1.01152995,10,0,12.0,1.0
55,1,0.0,1.0,1,4,0,5,0,0,0,4,0,0,0,0,0,0,22,1,10,1,1.0,5.646109133,5,0,12.0,1.0
35,1,0.0,1.0,2,5,1,3,0,1,1,3,2,2,1,1,1,0,100,2,22,1,1.0,13.98126763,3,0,12.0,0.0
35,3,1.0,1.0,1,4,0,60,10,0,0,4,0,0,0,0,0,0,100,3,22,1,2.0,5.69267197,70,0,1.0,0.0
21,1,1.0,0.0,1,3,1,12,0,0,0,4,0,1,0,0,0,0,22,2,40,1,1.0,10.49669737,12,0,0.0,1.0
55,3,1.0,2.0,3,5,1,0,14,1,1,5,2,2,1,0,0,2,22,2,3,2,3.0,4.791641623,14,0,2.0,0.0
35,2,1.0,1.0,5,5,1,1,13,0,0,4,0,0,0,0,0,0,22,2,20,1,2.0,10.49669737,14,0,1.0,0.0
55,3,2.0,1.0,1,5,0,20,0,1,0,5,2,2,1,0,1,2,45,2,10,1,3.0,3.221345731,20,0,0.5,0.0
55,1,0.0,1.0,1,1,0,2,1,0,0,4,0,0,0,0,0,0,45,2,10,1,1.0,5.646109133,3,0,12.0,1.0
55,1,0.0,1.0,1,4,0,2,0,0,0,4,0,0,0,0,0,0,75,2,22,1,1.0,4.615932526,2,0,12.0,1.0
35,1,1.0,0.0,3,2,1,5,0,1,1,5,2,2,1,0,0,0,22,2,10,1,1.0,7.781739015,5,0,0.0,1.0
21,3,1.0,1.0,1,4,1,51,0,0,0,4,0,0,0,0,0,0,75,2,22,1,2.0,10.49669737,51,0,1.0,1.0
55,3,6.0,6.0,1,5,1,11,7,1,1,5,2,2,1,1,1,2,22,3,3,1,12.0,10.49669737,18,0,1.0,1.0
21,1,1.0,0.0,6,1,1,5,6,0,0,4,0,0,0,0,0,0,22,2,10,1,1.0,10.24307815,11,0,0.0,2.0
35,1,0.0,1.0,3,4,1,13,0,0,0,4,0,0,0,0,0,0,45,2,3,1,1.0,10.49669737,13,0,12.0,1.0
35,2,1.0,1.0,1,5,1,8,5,1,0,5,0,2,1,0,1,2,45,2,40,1,2.0,6.521512483,13,0,1.0,0.0
35,2,0.0,1.0,1,1,0,2,0,0,0,5,0,0,0,0,0,0,45,2,22,1,1.0,4.760582619,2,0,12.0,1.0
55,1,1.0,0.0,1,5,0,6,4,1,1,3,2,2,1,1,1,0,100,2,10,1,1.0,10.49669737,10,0,0.0,0.0
55,1,0.0,1.0,1,5,1,4,0,1,0,5,2,2,1,1,1,0,75,3,10,1,1.0,10.54513268,4,0,12.0,0.0
35,3,1.0,1.0,4,5,0,8,0,0,0,4,0,0,0,0,0,0,75,3,3,1,2.0,5.646109133,8,0,1.0,0.0
35,3,2.0,0.0,5,4,0,3,0,0,0,4,0,0,0,0,0,0,100,2,40,2,2.0,4.263060223,3,0,0.0,2.0
35,1,0.0,1.0,6,1,0,4,0,0,0,4,0,0,0,0,0,0,75,3,10,2,1.0,6.359114199,4,0,12.0,1.0
21,1,0.0,1.0,2,5,1,12,0,1,0,5,2,2,1,0,0,0,22,1,10,1,1.0,10.49669737,12,0,12.0,1.0
55,1,0.0,1.0,5,5,0,10,0,1,1,4,2,2,1,1,1,2,75,2,10,1,1.0,10.49669737,10,0,12.0,2.0
21,1,1.0,0.0,2,5,1,12,3,1,1,5,2,2,1,0,0,0,4,2,3,1,1.0,10.49669737,15,1,0.0,0.0
35,1,0.0,1.0,5,2,1,2,0,0,0,4,0,0,0,0,0,0,22,3,20,2,1.0,6.084577464,2,0,12.0,2.0
35,3,1.0,2.0,2,5,1,7,0,1,1,5,2,2,1,0,1,0,4,1,3,1,3.0,10.49669737,7,1,2.0,0.0
55,1,0.0,1.0,1,2,1,5,0,0,0,5,0,0,0,0,0,0,75,3,3,1,1.0,6.317842213,5,0,12.0,1.0
35,3,3.0,2.0,1,4,1,15,0,1,1,4,2,0,1,0,1,0,100,2,10,2,5.0,6.317842213,15,0,0.6666666666666666,0.0
55,2,1.0,1.0,2,5,1,10,5,1,1,5,2,2,1,1,1,2,22,2,22,2,2.0,13.98126763,15,0,1.0,0.0
55,1,0.0,1.0,3,5,1,12,3,0,0,4,0,0,0,0,0,1,75,2,10,1,1.0,6.359114199,15,0,12.0,1.0
55,1,0.0,1.0,1,5,1,10,6,1,0,4,2,2,1,1,1,2,45,3,22,1,1.0,14.78807039,16,0,12.0,0.0
35,2,1.0,1.0,3,5,1,0,7,1,1,5,2,2,1,0,0,0,100,2,40,1,2.0,6.66460256,7,0,1.0,0.0
35,3,1.0,1.0,6,1,1,3,0,0,0,4,0,0,0,0,0,0,22,1,40,1,2.0,6.359114199,3,0,1.0,2.0
21,3,1.0,1.0,5,5,0,20,0,0,0,4,0,0,0,0,0,0,75,2,10,1,2.0,6.66460256,20,0,1.0,1.0
55,2,1.0,1.0,2,5,1,0,15,1,1,4,2,2,1,0,0,0,100,3,22,1,2.0,10.49669737,15,0,1.0,0.0
35,3,0.0,2.0,2,5,1,15,10,1,0,3,2,2,1,1,1,0,22,3,40,2,2.0,1.800526697,25,0,12.0,0.0
35,2,1.0,1.0,3,5,1,0,7,1,1,3,2,2,0,0,0,0,100,2,22,2,2.0,6.66460256,7,0,1.0,0.0
35,1,0.0,1.0,2,1,0,2,0,0,0,5,0,0,0,0,0,0,75,2,40,1,1.0,6.359114199,2,0,12.0,1.0
35,1,0.0,1.0,1,1,1,3,0,0,0,5,0,0,0,0,0,0,100,3,22,1,1.0,5.646109133,3,0,12.0,1.0
35,1,1.0,0.0,1,4,1,7,6,0,0,4,0,0,0,0,0,0,100,2,22,1,1.0,10.49669737,13,0,0.0,1.0
35,1,1.0,0.0,1,5,1,3,0,1,0,5,2,2,1,1,1,0,22,2,10,1,1.0,10.49669737,3,0,0.0,0.0
55,3,2.0,2.0,1,5,1,6,0,0,0,4,0,0,0,0,0,0,45,2,40,1,4.0,13.98126763,6,0,1.0,2.0
21,1,1.0,0.0,2,5,1,13,0,1,1,5,2,2,1,1,1,0,75,2,40,1,1.0,10.49669737,13,0,0.0,0.0
35,3,0.0,2.0,6,3,0,1,0,0,0,4,0,0,0,0,0,0,100,1,22,1,2.0,6.359114199,1,0,12.0,2.0
35,2,1.0,1.0,3,4,0,1,0,0,0,4,0,0,0,0,0,0,100,2,3,1,2.0,10.4579401,1,0,1.0,2.0
21,2,1.0,1.0,3,5,1,0,22,0,0,3,0,0,0,0,0,0,100,1,40,1,2.0,3.221345731,22,0,1.0,0.0
21,1,0.0,1.0,3,2,1,0,27,0,0,3,0,0,0,0,0,0,22,2,10,1,1.0,10.49669737,27,0,12.0,1.0
35,1,1.0,0.0,3,4,0,5,4,0,0,4,0,0,0,0,0,0,100,3,10,1,1.0,7.781739015,9,0,0.0,1.0
35,1,0.0,1.0,3,1,1,1,0,0,0,4,0,0,0,0,0,0,75,1,40,1,1.0,4.760582619,1,0,12.0,2.0
55,3,2.0,3.0,1,5,0,6,15,0,0,4,0,0,0,0,0,0,75,2,10,1,5.0,10.49669737,21,0,1.5,1.0
55,3,2.0,1.0,3,5,0,0,8,1,1,5,2,0,0,1,1,2,22,3,22,2,3.0,3.437835179,8,0,0.5,0.0
21,1,1.0,0.0,5,4,1,4,0,0,0,5,0,0,0,0,0,0,75,3,40,1,1.0,4.263060223,4,0,0.0,2.0
35,1,0.0,1.0,2,2,0,2,0,0,0,4,0,0,0,0,0,0,75,2,40,1,1.0,7.781739015,2,0,12.0,2.0
35,1,0.0,1.0,6,3,1,3,0,0,0,4,0,0,0,0,0,0,22,2,3,1,1.0,12.61172188,3,0,12.0,1.0
55,1,0.0,1.0,1,5,1,9,0,1,1,5,2,2,1,1,1,2,100,3,3,1,1.0,6.317842213,9,0,12.0,0.0
55,2,0.0,1.0,1,5,1,6,5,1,1,3,2,2,1,1,1,0,100,3,22,2,1.0,13.98126763,11,0,12.0,0.0
21,3,1.0,2.0,1,5,0,10,0,0,0,4,0,0,0,0,0,0,22,1,40,1,3.0,10.49669737,10,0,2.0,0.0
9,3,1.0,1.0,3,5,1,0,7,1,1,5,2,2,1,0,0,0,75,2,10,1,2.0,6.66460256,7,0,1.0,0.0
35,1,0.0,1.0,1,1,0,4,0,0,0,3,0,0,0,0,0,0,11,2,10,1,1.0,4.615932526,4,0,12.0,1.0
35,1,0.0,1.0,5,1,0,3,0,0,0,5,0,0,0,0,0,0,22,3,40,1,1.0,4.760582619,3,0,12.0,1.0
35,1,1.0,0.0,1,5,1,9,0,0,1,5,2,2,1,1,1,2,100,2,10,1,1.0,10.49669737,9,0,0.0,0.0
35,2,1.0,1.0,3,5,1,0,7,1,1,5,2,2,1,0,0,0,4,2,10,1,2.0,6.66460256,7,1,1.0,0.0
35,1,0.0,1.0,5,5,1,21,0,0,0,4,0,0,0,0,0,0,75,2,10,1,1.0,7.781739015,21,0,12.0,1.0
21,1,1.0,0.0,3,5,0,4,3,0,0,4,0,0,0,0,0,0,75,2,40,1,1.0,10.24307815,7,0,0.0,2.0
35,2,1.0,1.0,1,5,1,7,4,1,0,5,2,2,1,0,1,0,22,2,40,1,2.0,6.521512483,11,0,1.0,0.0
35,2,1.0,1.0,1,5,1,44,8,0,0,5,0,0,0,0,0,0,22,2,40,2,2.0,10.49669737,52,0,1.0,0.0
35,3,0.0,2.0,3,4,1,5,0,0,0,4,0,0,0,0,0,0,75,2,3,2,2.0,4.615932526,5,0,12.0,2.0
35,1,1.0,0.0,1,5,1,10,4,1,0,5,2,2,1,1,1,0,100,2,3,1,1.0,10.49669737,14,0,0.0,1.0
35,1,1.0,0.0,5,4,1,3,0,0,0,4,0,0,0,0,0,0,100,2,40,1,1.0,10.24307815,3,0,0.0,1.0
35,1,1.0,0.0,4,2,0,3,0,0,0,4,0,1,0,0,0,0,45,2,40,1,1.0,5.646109133,3,0,0.0,1.0
35,3,0.0,2.0,3,1,0,2,0,0,0,4,0,0,0,0,0,0,75,3,3,2,2.0,4.760582619,2,0,12.0,1.0
21,3,2.0,0.0,2,5,0,17,4,0,0,3,0,0,0,0,0,0,100,2,10,1,2.0,3.221345731,21,0,0.0,1.0
35,1,0.0,1.0,3,1,1,1,0,0,0,4,0,0,0,0,0,0,45,2,40,1,1.0,4.760582619,1,0,12.0,2.0
55,1,0.0,1.0,2,2,0,5,2,0,0,3,0,0,0,0,0,0,45,2,3,1,1.0,4.791641623,7,0,12.0,1.0
35,1,1.0,0.0,2,5,0,8,0,1,1,5,2,2,1,1,1,0,22,3,3,1,1.0,10.49669737,8,0,0.0,1.0
35,3,1.0,1.0,1,1,1,2,0,0,0,5,0,0,0,0,0,0,100,2,40,1,2.0,4.760582619,2,0,1.0,1.0
55,2,1.0,1.0,1,5,1,3,0,1,1,5,2,2,1,1,1,0,22,3,40,1,2.0,6.317842213,3,0,1.0,0.0
70,2,1.0,1.0,2,5,0,14,0,0,0,4,0,0,0,0,0,0,100,2,22,2,2.0,13.98126763,14,0,1.0,0.0
35,2,1.0,1.0,3,5,1,0,15,1,1,5,2,2,0,0,0,2,45,1,10,1,2.0,6.66460256,15,0,1.0,0.0
21,1,1.0,0.0,1,5,1,4,0,1,1,5,2,2,1,1,1,2,75,2,10,2,1.0,13.98126763,4,0,0.0,0.0
55,1,0.0,1.0,1,1,0,5,0,0,0,4,0,0,0,0,0,0,45,3,3,1,1.0,6.359114199,5,0,12.0,1.0
35,3,2.0,2.0,1,5,1,6,0,0,0,4,0,0,0,0,0,0,100,2,10,2,4.0,4.791641623,6,0,1.0,1.0
